"text","created","id","sentiment"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:22:21",892752433637539840,"neutral"
"RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶","2017-08-02 14:22:17",892752416814321664,"positive"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:22:14",892752405179375616,"neutral"
"RT @williamlegate: Apple / $AAPL is currently sitting on $261.5 billion in CASH.
The United States Federal Reserve has ""just"" $189 billion.","2017-08-02 14:22:14",892752403254194176,"positive"
"$AAPL Apple takes Dow over 22,000 points; other stocks are mixed https://t.co/4LakNvajkF","2017-08-02 14:22:12",892752395180154880,"negative"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:22:10",892752389178044416,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:21:57",892752332311728128,"neutral"
"RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy all:

NFL teams Ì†ºÌøà
NBA teams Ì†ºÌøÄ
MLB teams ‚öæÔ∏è
NHL teams Ì†ºÌøí

and still have $75B‚Ä¶","2017-08-02 14:21:55",892752327064657920,"positive"
"RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶","2017-08-02 14:21:53",892752315312205824,"positive"
"$AAPL You could be right but it will not happen fast unless Trump attacks S K then i agree https://t.co/AKtVcZsHqG","2017-08-02 14:21:51",892752306407604224,"positive"
"RT @vindugoel: Analyst asks @tim_cook about the 3 factories. He ducks, talks about 2 million U.S. jobs Apple created, including developers,‚Ä¶","2017-08-02 14:21:28",892752210337165312,"positive"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:21:24",892752194226708480,"neutral"
"Power of the #BlueTextBoxes - #iPhone $AAPL #iMessage https://t.co/v89lLgJBNm","2017-08-02 14:21:22",892752186001809408,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:21:16",892752160517222400,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:21:10",892752135292542976,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:21:07",892752124920160256,"neutral"
"RT @OphirGottlieb: https://t.co/UDV2X6g8EO
Apple hits record high, powers Dow past 22,000
-
$AAPL","2017-08-02 14:21:02",892752102950264832,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:21:01",892752099724886016,"neutral"
"RT @option_snipper: $aapl sep15 160c now at 3.25  oct20  160c now at 4.94  - these are perfect examples of using 20/80 rule to leverage on‚Ä¶","2017-08-02 14:20:59",892752088467374080,"positive"
"$AAPL cash pile hit a new record of $261.5B w/ a market capitalization of $822.33B, makes it the worlds most valuable public firm.","2017-08-02 14:20:55",892752072705167360,"positive"
"when does $AAPL go red?","2017-08-02 14:20:54",892752071295938560,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:20:51",892752058566103040,"neutral"
"RT @StockTwits: Carl Icahn sold his $AAPL stake on April 28, 2016 at $95/share.

That means he's missed a massive 66% move since https://t.‚Ä¶","2017-08-02 14:20:51",892752057030983680,"positive"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:20:44",892752029185081344,"neutral"
"RT @StockTwits: If you missed it, don't worry. Here's  $AAPL earnings in 50 seconds Ì†ΩÌ∏éÌ†ΩÌπå https://t.co/KwXK5xlZHU","2017-08-02 14:20:43",892752021127917568,"negative"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:20:36",892751993319677952,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:20:32",892751978526253056,"neutral"
"510% or +8228 on $AAPL 152.5 calls. BOOM!!  Makes for 4 out of 5 in earnings plays. @JasonBondPicks #MRM‚Ä¶ https://t.co/Gv420tQEsJ","2017-08-02 14:20:31",892751974810226688,"negative"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:20:25",892751945676488704,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:20:23",892751938965708800,"neutral"
"RT @veryFatcat: Its all about #trump play.
$AAPL $SPX https://t.co/xwRXvNocSq","2017-08-02 14:20:19",892751922532364288,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:20:13",892751896934592512,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:20:01",892751845252366336,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:19:56",892751827246211072,"neutral"
"$AAPL probably closes on the day below $155","2017-08-02 14:19:55",892751820858241024,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:19:48",892751793544990720,"neutral"
"If you own $aapl, what is you exit strategy? Volume has collapsed. Look at the grey bars. How do you get out? https://t.co/bCUTC3ZVED","2017-08-02 14:19:48",892751790856437760,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:19:46",892751785982603264,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:19:37",892751745406906368,"neutral"
"@diggydoy If $AAPL gets filled in today that would also be an ominous sign for tech trade.  Remains to be seen.","2017-08-02 14:19:31",892751720002060288,"negative"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:19:30",892751716172562432,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:19:27",892751705766592512,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:19:18",892751666130415616,"neutral"
"$ILMN turned out a better play than $AAPL curiouser nd  curiouser","2017-08-02 14:19:12",892751640129925120,"neutral"
"Surprised to read that Ì†ºÌ∑≠Ì†ºÌ∑∞ is the drag on Apple's Ì†ºÌ∑®Ì†ºÌ∑≥ revenue. Apple ecosystem (esp Watch &amp; AirPods) looks stronger than ever on ground. $AAPL","2017-08-02 14:19:02",892751597653995520,"neutral"
"@MalibuInvest That $AAPL put....Ì†æÌ¥ë","2017-08-02 14:19:01",892751594881785856,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:18:56",892751573914439680,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:18:55",892751568776425472,"neutral"
"Its all about #trump play.
$AAPL $SPX https://t.co/xwRXvNocSq","2017-08-02 14:18:53",892751562044518400,"neutral"
"RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶","2017-08-02 14:18:52",892751558823247872,"positive"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:18:50",892751550833143808,"neutral"
"Wells Fargo Analyst, David Maris Lies To Clients In Research &amp; Shenanigans! Read All About it $wfc $vrx $aapl $hlf‚Ä¶ https://t.co/Z6Cmlmg5zJ","2017-08-02 14:18:42",892751515198377984,"positive"
"#Dow22K! $AAPL at record high on strong earnings. Plus #Adidas &amp; MLS and #ElonMusk's hyperloop at 1145aEST‚Ä¶ https://t.co/uXnG7a2CiE","2017-08-02 14:18:39",892751501311037440,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:18:33",892751478326042624,"neutral"
"RT @StockTwits: When you've been long $AAPL this entire time and now you're just counting your paper like https://t.co/4yMRdArbSB https://t‚Ä¶","2017-08-02 14:18:32",8.92751474652e+17,"neutral"
"RT @TheTradingNinja: $aapl puts working because Tim Cook sucks lol.... https://t.co/Z8lFhGcW0N","2017-08-02 14:18:30",892751465940373504,"positive"
"Apple's PT raised by Guggenheim to $190.00. buy rating. https://t.co/ULCCLKVG2u $AAPL #AAPL","2017-08-02 14:18:30",892751465198100480,"negative"
"$AAPL no follow through..","2017-08-02 14:18:29",892751460894724096,"neutral"
"$AAPL up 5.2% in 5 days after buy https://t.co/BJQyelHq1P","2017-08-02 14:18:25",892751445547782144,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:18:24",892751439398928384,"neutral"
"How we prepped for $aapl earnings https://t.co/i8DrbiwasL","2017-08-02 14:18:23",892751437675016192,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:18:20",892751422059667456,"neutral"
"RT @ShannanSiemens: Now @SquawkStreet @jimcramer: Tim Cook is a big binge watcher. He gets it. $AAPL https://t.co/5XraxOL8zy","2017-08-02 14:18:12",892751390275026944,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:18:10",892751381156818944,"neutral"
"$AAPL Locking in $2.00 on shorts day trade to compliment my $10.50 over night longs already in the bank. Sweet baby sweet","2017-08-02 14:18:10",892751379969789952,"positive"
".@Apple $AAPL says: fuck #privacy ... in China - Dow bursts passed 22k. https://t.co/pBBUcEzJ1C","2017-08-02 14:18:08",892751371325263872,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:18:06",892751363922329600,"neutral"
"RT @carlquintanilla: ""There are 1b iPhones out there. You give 'em AR and wireless charging, they're gonna get replaced"" - Morris Mark, on‚Ä¶","2017-08-02 14:17:58",892751331987009536,"positive"
"I see $AMZN $AAPL $FB entering the e-sports craze. Look for $TTWO as a buyout candidate.","2017-08-02 14:17:57",892751327411003392,"positive"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:17:56",892751322126143488,"neutral"
"RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy all:

NFL teams Ì†ºÌøà
NBA teams Ì†ºÌøÄ
MLB teams ‚öæÔ∏è
NHL teams Ì†ºÌøí

and still have $75B‚Ä¶","2017-08-02 14:17:55",892751318326136832,"positive"
"About the market right now.

IN $AAPL WE TRUST 

$SPY $ES_F","2017-08-02 14:17:53",892751309459394560,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:17:53",892751308116983808,"neutral"
"@jsblokland Like when $AAPL split on april 2014 or when $BRK introduced Class B to let retail buying some parts","2017-08-02 14:17:47",892751286571077632,"negative"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:17:46",892751280380059648,"neutral"
"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶","2017-08-02 14:17:44",892751274160119808,"neutral"
"Apple: ‚ÄúWe thought Apple‚Äôs third quarter call was one of its most bullish in recent memory,‚Äù says Macquarie
https://t.co/TYbN6V3Yjz $AAPL","2017-08-02 14:17:36",892751237933703168,"neutral"
