"text","created","id","sentiment"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:28",892482938440470528,"neutral"
"$AAPL launch mode","2017-08-01 20:31:28",892482936141950976,"positive"
"RT @Benzinga: Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units $AAPL","2017-08-01 20:31:27",892482934090936320,"neutral"
"oh no...china $AAPL","2017-08-01 20:31:27",892482933684146176,"neutral"
"Apple EPS $1.67 topping estimates of $1.57 $AAPL","2017-08-01 20:31:27",892482932878737408,"neutral"
"EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/T8qG5XgRiS https://t.co/dEZzMs9Qhl","2017-08-01 20:31:27",892482932169945088,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected","2017-08-01 20:31:27",892482931977007104,"neutral"
"RT @Benzinga: Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units $AAPL","2017-08-01 20:31:26",892482928307048448,"neutral"
"The smart $$$ (facetious) in $AAPL trading earnings and not conference call. Here they come around the 1st turn.… https://t.co/12KZeTER7Y","2017-08-01 20:31:26",892482928030220288,"neutral"
"$AAPL popping 4% to $155, must be good results and guidance.","2017-08-01 20:31:25",892482925673021440,"positive"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:24",892482920702767104,"neutral"
"Apple Sees Q4 Sales $49B-$52B vs $49.21B Est. $AAPL","2017-08-01 20:31:24",892482918903414784,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:23",892482916336496640,"neutral"
"RT @Benzinga: Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units $AAPL","2017-08-01 20:31:23",892482915279491072,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected","2017-08-01 20:31:22",892482914004422656,"neutral"
"BOOM.  $AAPL

Disclosure: Retardo long.","2017-08-01 20:31:22",892482911764598784,"neutral"
"Apple put up a nice number. Up $5 AH. Coming on @CNBCClosingBell in a few minutes. Good numbers overall. $aapl","2017-08-01 20:31:22",892482911089414144,"positive"
"@DividendMaster all $AAPL has to do is keep guidance on the low side...","2017-08-01 20:31:22",892482910804217856,"positive"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:31:21",892482906584645632,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:20",892482904818950144,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected","2017-08-01 20:31:20",892482904214863872,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:19",892482898644828160,"neutral"
"RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…","2017-08-01 20:31:19",892482898237956096,"negative"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Earnings Per Share (EPS), $1.67 vs. $1.57 expected","2017-08-01 20:31:18",892482897042649088,"positive"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:18",892482896216248320,"neutral"
"$AAPL beat on both eps and revenues. SEES 4Q REV. $49B-$52B, EST. $49.1B https://t.co/hfHXqj0IOB","2017-08-01 20:31:17",892482892080828416,"neutral"
"$AAPL up 3% AH","2017-08-01 20:31:17",892482891023736832,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:17",892482890302447616,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:17",892482889660739584,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:16",892482887949451264,"neutral"
"RT @edmundlee: Follow @fromedome if you want to get smart on $AAPL earns...will new iPhone ship in Sept or Oct? https://t.co/SPyd877AaN","2017-08-01 20:31:16",892482887567777792,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:31:15",892482882953814016,"neutral"
"RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…","2017-08-01 20:31:15",892482881775312896,"negative"
"$AAPL 155 yo","2017-08-01 20:31:14",892482877383999488,"neutral"
"Sonnet releases Thunderbolt 3 upgrade cards https://t.co/PHCugkfTDt #AppleWorldToday $AAPL https://t.co/lOc1bqTWaR","2017-08-01 20:31:13",892482872623235072,"positive"
"EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/kAkUE9EWky https://t.co/k5G6tGSw8K","2017-08-01 20:31:12",892482872266952704,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:31:12",892482871876878336,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:12",892482871453208576,"neutral"
"RT @Benzinga: Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est. $AAPL https://t.co/Hi2SPWlPZp","2017-08-01 20:31:12",892482869272211456,"neutral"
"$AAPL $154+ is bullish (but needs to hold above). Earnings look good.","2017-08-01 20:31:12",892482869205008384,"positive"
"RT ReformedBroker ""There are 79 analysts covering $AAPL tonight but you probably have an edge.""","2017-08-01 20:31:11",892482865904197632,"neutral"
"$AAPL EPS BEAT. Expected $1.57, reporting $1.67","2017-08-01 20:31:11",892482865308606464,"neutral"
"$AAPL--BEATS-On All Metrics!","2017-08-01 20:31:10",892482862448078848,"neutral"
"Yup looks like a beat $AAPL https://t.co/zmEnGo0fyx","2017-08-01 20:31:10",892482861974114304,"neutral"
"Apple beats by $0.10, beats on revenue https://t.co/BgW22XqYie $AAPL","2017-08-01 20:31:08",892482854709370880,"neutral"
"Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units $AAPL","2017-08-01 20:31:08",892482854696964096,"neutral"
"Apple beats by $0.10, beats on revenue https://t.co/Gk0Ujwtm09 $AAPL","2017-08-01 20:31:08",892482853195333632,"neutral"
"Apple beats by $0.10, beats on revenue https://t.co/UB7QulRckf $AAPL","2017-08-01 20:31:08",892482851832188928,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:31:07",892482850577989632,"neutral"
"$AAPL - Apple Reports Third Quarter Results https://t.co/EvCvg5MHv1","2017-08-01 20:31:06",892482846216130560,"neutral"
"$aapl MISS ! ! ! ! !    DOWN SHE GOES ! ! !","2017-08-01 20:31:05",892482841325350912,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:31:05",892482839249375232,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Earnings Per Share (EPS), $1.67 vs. $1.57 expected","2017-08-01 20:31:04",892482838683144192,"positive"
"$AAPL beats $1.67 to $1.57 and beat on revenue too. Stock +$5 to $154. #Earnings","2017-08-01 20:31:03",892482832089657344,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:31:03",892482830705586176,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected","2017-08-01 20:31:01",892482825940762624,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:31:01",892482823621357568,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:31:00",892482820882477056,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:31:00",892482820500836352,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected","2017-08-01 20:30:59",892482816084242432,"neutral"
"$AAPL beats","2017-08-01 20:30:58",892482813521428480,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected","2017-08-01 20:30:58",892482812653297664,"neutral"
"Initial reaction looks like $AAPL beat - no need to worry about market downside for this event.","2017-08-01 20:30:58",892482811713728512,"negative"
"$AAPL 3Q IPHONE UNITS SOLD 41.0M, EST. 41.1M","2017-08-01 20:30:58",892482810681974784,"neutral"
"RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…","2017-08-01 20:30:58",892482810535182336,"negative"
"$AAPL BEATS!!","2017-08-01 20:30:55",892482801110368256,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected","2017-08-01 20:30:55",892482797897699328,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:30:54",892482793011281920,"neutral"
"#Apple @apple $aapl #earnings #RealTime #BREAKING Rev $45.4B &amp; EPS of $1.67 vs #street #consensus #estimate $44.9B; EPS $1.57","2017-08-01 20:30:53",892482788984795136,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:30:51",892482784027193344,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Earnings Per Share (EPS), $1.67 vs. $1.57 expected","2017-08-01 20:30:51",892482782756302848,"positive"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected","2017-08-01 20:30:50",892482779115638784,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:30:50",892482778427797504,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:30:50",892482778083622912,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected","2017-08-01 20:30:49",892482773822386176,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:30:49",892482772148903936,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected","2017-08-01 20:30:48",892482771792384000,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Earnings Per Share (EPS), $1.67 vs. $1.57 expected","2017-08-01 20:30:47",892482766239084544,"positive"
"$AAPL Reports Q3 EPS $1.67 &amp; Sales $45.4B vs $44.89B Est. - BEATS !!","2017-08-01 20:30:47",892482765626757120,"neutral"
"$AAPL pops: $1.67 EPS; Rev $45.4B","2017-08-01 20:30:44",892482753563951104,"neutral"
"$AAPL Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. - CNBC","2017-08-01 20:30:44",892482753496854528,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected","2017-08-01 20:30:44",892482753085702144,"neutral"
"RT @Benzinga: Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est. $AAPL https://t.co/Hi2SPWlPZp","2017-08-01 20:30:44",892482751248650240,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected","2017-08-01 20:30:43",892482748056731648,"neutral"
"Apple earnings in 30 minutes: $AAPL to $152-155+? OR back down? What do you think?","2017-08-01 20:30:43",892482747494580224,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:30:42",892482744743190528,"neutral"
"Boom goes the $AAPL rally. All-time highs for $SPX $QQQ tmrw :)","2017-08-01 20:30:42",892482743388561408,"neutral"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:30:42",892482743254360064,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Earnings Per Share (EPS), $1.67 vs. $1.57 expected","2017-08-01 20:30:42",892482743212400640,"positive"
"$AAPL
THAR SHE BLOWS!!!
=^.^=","2017-08-01 20:30:41",892482739647074304,"neutral"
"$AAPL ripps it, sweet","2017-08-01 20:30:40",892482738061807616,"positive"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Earnings Per Share (EPS), $1.67 vs. $1.57 expected","2017-08-01 20:30:40",892482736010797056,"positive"
"$AAPL Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est.","2017-08-01 20:30:40",892482735322877952,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Earnings Per Share (EPS), $1.67 vs. $1.57 expected","2017-08-01 20:30:39",892482732491554816,"positive"
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…","2017-08-01 20:30:39",892482732227526656,"neutral"
"Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.

https://t.co/9fLucyfLNU","2017-08-01 20:30:39",892482731749384192,"positive"
"$AAPL gonna beat....","2017-08-01 20:30:39",892482731736694784,"neutral"
"CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL … https://t.co/FhsIEV7dJR","2017-08-01 20:30:39",892482730046484480,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:30:38",892482728922316800,"neutral"
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected","2017-08-01 20:30:37",892482725696897024,"neutral"
"RT @Benzinga: Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est. $AAPL https://t.co/Hi2SPWlPZp","2017-08-01 20:30:36",892482721301188608,"neutral"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:30:34",892482712195534848,"neutral"
"RT @ReformedBroker: There are 79 analysts covering $AAPL tonight but you probably have an edge.","2017-08-01 20:30:33",892482707963363328,"neutral"
"RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…","2017-08-01 20:30:33",892482707325935616,"negative"
"EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/tq8YQiMZko https://t.co/3C7aBznoZH goo…","2017-08-01 20:30:33",892482707304919040,"negative"
"RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…","2017-08-01 20:30:32",892482701101498368,"negative"
"#BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected","2017-08-01 20:30:29",892482691911872512,"neutral"
"#BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected","2017-08-01 20:30:29",892482690108313600,"neutral"
"#BREAKING: Apple $AAPL Q3 Earnings Per Share (EPS), $1.67 vs. $1.57 expected","2017-08-01 20:30:29",892482689009430528,"positive"
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…","2017-08-01 20:30:28",892482685783986176,"neutral"
"Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est. $AAPL https://t.co/Hi2SPWlPZp","2017-08-01 20:30:28",892482685041553408,"neutral"
"RT @lisahopeking: Best part of $aapl earnings is watching people wait for aapl earnings","2017-08-01 20:30:27",892482682763882496,"negative"
"$AAPL soaring","2017-08-01 20:30:27",892482682332041216,"neutral"
